date,channel,revenue_usd
2024-05-31,Direct,761.86
2024-05-31,Email,380.02
2024-05-31,Organic Search,858.59
2024-05-31,Paid Search,1185.37
2024-05-31,Referral,405.05
2024-05-31,Social,256.33
2024-06-01,Direct,567.07
2024-06-01,Email,339.46
2024-06-01,Organic Search,785.8
2024-06-01,Paid Search,968.06
2024-06-01,Referral,256.92
2024-06-01,Social,245.89
2024-06-02,Direct,598.87
2024-06-02,Email,332.49
2024-06-02,Organic Search,897.79
2024-06-02,Paid Search,815.53
2024-06-02,Referral,277.88
2024-06-02,Social,189.51
2024-06-03,Direct,768.66
2024-06-03,Email,347.0
2024-06-03,Organic Search,917.38
2024-06-03,Paid Search,1389.31
2024-06-03,Referral,370.44
2024-06-03,Social,235.89
2024-06-04,Direct,637.87
2024-06-04,Email,356.82
2024-06-04,Organic Search,849.96
2024-06-04,Paid Search,1309.38
2024-06-04,Referral,447.99
2024-06-04,Social,324.56
2024-06-05,Direct,842.96
2024-06-05,Email,358.27
2024-06-05,Organic Search,829.05
2024-06-05,Paid Search,1222.82
2024-06-05,Referral,444.49
2024-06-05,Social,287.81
2024-06-06,Direct,799.18
2024-06-06,Email,408.02
2024-06-06,Organic Search,906.6
2024-06-06,Paid Search,1199.96
2024-06-06,Referral,368.19
2024-06-06,Social,244.59
2024-06-07,Direct,623.81
2024-06-07,Email,271.37
2024-06-07,Organic Search,990.62
2024-06-07,Paid Search,1294.7
2024-06-07,Referral,402.4
2024-06-07,Social,283.35
2024-06-08,Direct,589.05
2024-06-08,Email,299.12
2024-06-08,Organic Search,948.37
2024-06-08,Paid Search,1059.25
2024-06-08,Referral,313.61
2024-06-08,Social,277.92
2024-06-09,Direct,536.61
2024-06-09,Email,277.08
2024-06-09,Organic Search,737.6
2024-06-09,Paid Search,1106.74
2024-06-09,Referral,304.24
2024-06-09,Social,231.38
2024-06-10,Direct,761.59
2024-06-10,Email,467.01
2024-06-10,Organic Search,933.7
2024-06-10,Paid Search,1331.97
2024-06-10,Referral,428.64
2024-06-10,Social,289.29
2024-06-11,Direct,701.82
2024-06-11,Email,425.99
2024-06-11,Organic Search,1072.75
2024-06-11,Paid Search,1259.93
2024-06-11,Referral,364.35
2024-06-11,Social,284.33
2024-06-12,Direct,667.27
2024-06-12,Email,346.71
2024-06-12,Organic Search,957.13
2024-06-12,Paid Search,1356.82
2024-06-12,Referral,491.15
2024-06-12,Social,220.06
2024-06-13,Direct,703.78
2024-06-13,Email,302.33
2024-06-13,Organic Search,952.19
2024-06-13,Paid Search,1340.23
2024-06-13,Referral,381.43
2024-06-13,Social,253.99
2024-06-14,Direct,798.73
2024-06-14,Email,314.71
2024-06-14,Organic Search,1060.0
2024-06-14,Paid Search,1272.4
2024-06-14,Referral,380.88
2024-06-14,Social,320.36
2024-06-15,Direct,631.92
2024-06-15,Email,369.98
2024-06-15,Organic Search,776.55
2024-06-15,Paid Search,1049.47
2024-06-15,Referral,252.09
2024-06-15,Social,305.02
2024-06-16,Direct,643.37
2024-06-16,Email,260.46
2024-06-16,Organic Search,703.45
2024-06-16,Paid Search,1051.14
2024-06-16,Referral,291.55
2024-06-16,Social,271.83
2024-06-17,Direct,347.87
2024-06-17,Email,374.37
2024-06-17,Organic Search,1046.35
2024-06-17,Paid Search,1270.26
2024-06-17,Referral,470.61
2024-06-17,Social,242.42
2024-06-18,Direct,762.54
2024-06-18,Email,415.29
2024-06-18,Organic Search,810.08
2024-06-18,Paid Search,1227.89
2024-06-18,Referral,429.45
2024-06-18,Social,186.29
2024-06-19,Direct,664.16
2024-06-19,Email,315.67
2024-06-19,Organic Search,1034.37
2024-06-19,Paid Search,1350.41
2024-06-19,Referral,410.92
2024-06-19,Social,238.81
2024-06-20,Direct,757.68
2024-06-20,Email,377.55
2024-06-20,Organic Search,949.24
2024-06-20,Paid Search,1184.22
2024-06-20,Referral,453.65
2024-06-20,Social,219.5
2024-06-21,Direct,745.91
2024-06-21,Email,358.16
2024-06-21,Organic Search,926.29
2024-06-21,Paid Search,1166.76
2024-06-21,Referral,472.71
2024-06-21,Social,328.55
2024-06-22,Direct,646.88
2024-06-22,Email,310.57
2024-06-22,Organic Search,759.51
2024-06-22,Paid Search,1036.4
2024-06-22,Referral,330.6
2024-06-22,Social,186.44
2024-06-23,Direct,618.53
2024-06-23,Email,304.32
2024-06-23,Organic Search,773.73
2024-06-23,Paid Search,1063.49
2024-06-23,Referral,236.64
2024-06-23,Social,208.18
2024-06-24,Direct,853.78
2024-06-24,Email,427.98
2024-06-24,Organic Search,920.21
2024-06-24,Paid Search,1335.61
2024-06-24,Referral,457.4
2024-06-24,Social,275.79
2024-06-25,Direct,736.06
2024-06-25,Email,458.44
2024-06-25,Organic Search,998.76
2024-06-25,Paid Search,1350.87
2024-06-25,Referral,442.87
2024-06-25,Social,268.39
2024-06-26,Direct,692.14
2024-06-26,Email,371.3
2024-06-26,Organic Search,927.09
2024-06-26,Paid Search,1094.82
2024-06-26,Referral,381.37
2024-06-26,Social,326.39
2024-06-27,Direct,858.37
2024-06-27,Email,404.7
2024-06-27,Organic Search,797.86
2024-06-27,Paid Search,1377.05
2024-06-27,Referral,444.62
2024-06-27,Social,291.77
2024-06-28,Direct,786.31
2024-06-28,Email,388.27
2024-06-28,Organic Search,966.61
2024-06-28,Paid Search,1474.19
2024-06-28,Referral,480.11
2024-06-28,Social,264.78
2024-06-29,Direct,609.37
2024-06-29,Email,261.59
2024-06-29,Organic Search,862.99
2024-06-29,Paid Search,1101.06
2024-06-29,Referral,284.18
2024-06-29,Social,292.12
2024-06-30,Direct,572.64
2024-06-30,Email,328.89
2024-06-30,Organic Search,654.55
2024-06-30,Paid Search,1101.3
2024-06-30,Referral,337.99
2024-06-30,Social,236.02
2024-07-01,Direct,747.75
2024-07-01,Email,290.35
2024-07-01,Organic Search,972.01
2024-07-01,Paid Search,1353.88
2024-07-01,Referral,239.79
2024-07-01,Social,333.23
2024-07-02,Direct,746.38
2024-07-02,Email,366.06
2024-07-02,Organic Search,934.04
2024-07-02,Paid Search,1361.4
2024-07-02,Referral,380.12
2024-07-02,Social,240.38
2024-07-03,Direct,701.55
2024-07-03,Email,391.24
2024-07-03,Organic Search,1058.47
2024-07-03,Paid Search,1320.24
2024-07-03,Referral,408.92
2024-07-03,Social,171.34
2024-07-04,Direct,642.67
2024-07-04,Email,431.32
2024-07-04,Organic Search,955.44
2024-07-04,Paid Search,1380.47
2024-07-04,Referral,485.87
2024-07-04,Social,271.71
2024-07-05,Direct,750.15
2024-07-05,Email,409.07
2024-07-05,Organic Search,1048.15
2024-07-05,Paid Search,1229.03
2024-07-05,Referral,374.16
2024-07-05,Social,197.21
2024-07-06,Direct,659.54
2024-07-06,Email,391.25
2024-07-06,Organic Search,852.08
2024-07-06,Paid Search,1174.34
2024-07-06,Referral,296.92
2024-07-06,Social,284.87
2024-07-07,Direct,687.69
2024-07-07,Email,309.77
2024-07-07,Organic Search,855.79
2024-07-07,Paid Search,983.22
2024-07-07,Referral,298.66
2024-07-07,Social,258.05
2024-07-08,Direct,843.04
2024-07-08,Email,467.39
2024-07-08,Organic Search,1124.08
2024-07-08,Paid Search,1443.87
2024-07-08,Referral,314.75
2024-07-08,Social,337.58
2024-07-09,Direct,848.85
2024-07-09,Email,476.9
2024-07-09,Organic Search,967.44
2024-07-09,Paid Search,1499.8
2024-07-09,Referral,430.94
2024-07-09,Social,266.15
2024-07-10,Direct,718.91
2024-07-10,Email,295.2
2024-07-10,Organic Search,994.43
2024-07-10,Paid Search,1450.3
2024-07-10,Referral,478.38
2024-07-10,Social,222.43
2024-07-11,Direct,802.4
2024-07-11,Email,315.87
2024-07-11,Organic Search,1028.03
2024-07-11,Paid Search,1615.46
2024-07-11,Referral,429.9
2024-07-11,Social,294.0
2024-07-12,Direct,821.43
2024-07-12,Email,399.19
2024-07-12,Organic Search,1000.61
2024-07-12,Paid Search,1146.13
2024-07-12,Referral,427.16
2024-07-12,Social,256.56
2024-07-13,Direct,661.8
2024-07-13,Email,328.06
2024-07-13,Organic Search,796.44
2024-07-13,Paid Search,494.74
2024-07-13,Referral,309.24
2024-07-13,Social,282.52
2024-07-14,Direct,628.66
2024-07-14,Email,335.62
2024-07-14,Organic Search,750.57
2024-07-14,Paid Search,932.17
2024-07-14,Referral,322.06
2024-07-14,Social,226.41
2024-07-15,Direct,800.77
2024-07-15,Email,418.83
2024-07-15,Organic Search,998.68
2024-07-15,Paid Search,1197.7
2024-07-15,Referral,370.55
2024-07-15,Social,332.78
2024-07-16,Direct,923.41
2024-07-16,Email,457.94
2024-07-16,Organic Search,864.61
2024-07-16,Paid Search,1424.91
2024-07-16,Referral,343.96
2024-07-16,Social,281.34
2024-07-17,Direct,856.12
2024-07-17,Email,357.9
2024-07-17,Organic Search,817.29
2024-07-17,Paid Search,1409.76
2024-07-17,Referral,448.95
2024-07-17,Social,273.71
2024-07-18,Direct,828.38
2024-07-18,Email,469.84
2024-07-18,Organic Search,901.49
2024-07-18,Paid Search,1126.59
2024-07-18,Referral,361.54
2024-07-18,Social,331.16
2024-07-19,Direct,841.83
2024-07-19,Email,369.45
2024-07-19,Organic Search,1063.63
2024-07-19,Paid Search,1332.4
2024-07-19,Referral,405.01
2024-07-19,Social,316.71
2024-07-20,Direct,615.97
2024-07-20,Email,469.13
2024-07-20,Organic Search,841.54
2024-07-20,Paid Search,1142.84
2024-07-20,Referral,347.26
2024-07-20,Social,232.78
2024-07-21,Direct,672.87
2024-07-21,Email,424.06
2024-07-21,Organic Search,875.5
2024-07-21,Paid Search,1026.62
2024-07-21,Referral,294.66
2024-07-21,Social,291.02
2024-07-22,Direct,809.83
2024-07-22,Email,376.8
2024-07-22,Organic Search,945.4
2024-07-22,Paid Search,1476.99
2024-07-22,Referral,588.81
2024-07-22,Social,307.68
2024-07-23,Direct,857.65
2024-07-23,Email,338.42
2024-07-23,Organic Search,1104.39
2024-07-23,Paid Search,1453.91
2024-07-23,Referral,523.57
2024-07-23,Social,278.08
2024-07-24,Direct,760.44
2024-07-24,Email,377.03
2024-07-24,Organic Search,883.8
2024-07-24,Paid Search,1377.08
2024-07-24,Referral,458.84
2024-07-24,Social,314.03
2024-07-25,Direct,854.55
2024-07-25,Email,370.54
2024-07-25,Organic Search,913.4
2024-07-25,Paid Search,1491.35
2024-07-25,Referral,495.84
2024-07-25,Social,337.12
2024-07-26,Direct,785.73
2024-07-26,Email,445.63
2024-07-26,Organic Search,1106.9
2024-07-26,Paid Search,1460.19
2024-07-26,Referral,524.94
2024-07-26,Social,280.22
2024-07-27,Direct,685.89
2024-07-27,Email,270.16
2024-07-27,Organic Search,843.85
2024-07-27,Paid Search,1084.79
2024-07-27,Referral,216.44
2024-07-27,Social,258.22
2024-07-28,Direct,661.25
2024-07-28,Email,288.3
2024-07-28,Organic Search,883.94
2024-07-28,Paid Search,921.89
2024-07-28,Referral,342.61
2024-07-28,Social,256.57
2024-07-29,Direct,813.45
2024-07-29,Email,446.16
2024-07-29,Organic Search,1038.67
2024-07-29,Paid Search,1241.21
2024-07-29,Referral,479.53
2024-07-29,Social,254.34
2024-07-30,Direct,793.42
2024-07-30,Email,371.43
2024-07-30,Organic Search,966.76
2024-07-30,Paid Search,1333.69
2024-07-30,Referral,372.77
2024-07-30,Social,281.06
2024-07-31,Direct,809.14
2024-07-31,Email,390.56
2024-07-31,Organic Search,909.78
2024-07-31,Paid Search,1379.99
2024-07-31,Referral,444.11
2024-07-31,Social,277.02
2024-08-01,Direct,786.56
2024-08-01,Email,462.17
2024-08-01,Organic Search,852.5
2024-08-01,Paid Search,1537.29
2024-08-01,Referral,508.03
2024-08-01,Social,275.06
2024-08-02,Direct,795.05
2024-08-02,Email,474.97
2024-08-02,Organic Search,1187.74
2024-08-02,Paid Search,1408.08
2024-08-02,Referral,459.84
2024-08-02,Social,274.75
2024-08-03,Direct,676.86
2024-08-03,Email,430.46
2024-08-03,Organic Search,715.71
2024-08-03,Paid Search,1097.12
2024-08-03,Referral,259.69
2024-08-03,Social,221.58
2024-08-04,Direct,567.21
2024-08-04,Email,403.79
2024-08-04,Organic Search,946.6
2024-08-04,Paid Search,1115.28
2024-08-04,Referral,320.05
2024-08-04,Social,114.83
2024-08-05,Direct,1004.47
2024-08-05,Email,562.65
2024-08-05,Organic Search,1240.42
2024-08-05,Paid Search,1827.17
2024-08-05,Referral,579.6
2024-08-05,Social,396.84
2024-08-06,Direct,1006.86
2024-08-06,Email,556.98
2024-08-06,Organic Search,1259.8
2024-08-06,Paid Search,1784.07
2024-08-06,Referral,339.89
2024-08-06,Social,398.53
2024-08-07,Direct,930.86
2024-08-07,Email,548.81
2024-08-07,Organic Search,1253.4
2024-08-07,Paid Search,2046.16
2024-08-07,Referral,536.42
2024-08-07,Social,315.7
2024-08-08,Direct,962.86
2024-08-08,Email,488.01
2024-08-08,Organic Search,1292.46
2024-08-08,Paid Search,1711.71
2024-08-08,Referral,485.65
2024-08-08,Social,350.93
2024-08-09,Direct,880.5
2024-08-09,Email,509.56
2024-08-09,Organic Search,1146.26
2024-08-09,Paid Search,1766.02
2024-08-09,Referral,598.55
2024-08-09,Social,373.88
2024-08-10,Direct,786.39
2024-08-10,Email,588.19
2024-08-10,Organic Search,815.58
2024-08-10,Paid Search,1488.18
2024-08-10,Referral,371.44
2024-08-10,Social,287.73
2024-08-11,Direct,712.33
2024-08-11,Email,463.98
2024-08-11,Organic Search,959.62
2024-08-11,Paid Search,1617.05
2024-08-11,Referral,410.89
2024-08-11,Social,353.54
2024-08-12,Direct,746.45
2024-08-12,Email,490.34
2024-08-12,Organic Search,1286.08
2024-08-12,Paid Search,1848.91
2024-08-12,Referral,543.35
2024-08-12,Social,340.96
2024-08-13,Direct,1049.22
2024-08-13,Email,677.53
2024-08-13,Organic Search,1116.74
2024-08-13,Paid Search,1831.73
2024-08-13,Referral,514.37
2024-08-13,Social,293.67
2024-08-14,Direct,875.99
2024-08-14,Email,471.53
2024-08-14,Organic Search,1356.43
2024-08-14,Paid Search,1905.02
2024-08-14,Referral,674.06
2024-08-14,Social,363.5
2024-08-15,Direct,950.1
2024-08-15,Email,600.52
2024-08-15,Organic Search,1223.32
2024-08-15,Paid Search,1991.65
2024-08-15,Referral,507.86
2024-08-15,Social,309.96
2024-08-16,Direct,971.39
2024-08-16,Email,417.14
2024-08-16,Organic Search,459.57
2024-08-16,Paid Search,1883.71
2024-08-16,Referral,549.66
2024-08-16,Social,286.3
2024-08-17,Direct,794.04
2024-08-17,Email,633.89
2024-08-17,Organic Search,973.0
2024-08-17,Paid Search,1640.65
2024-08-17,Referral,391.91
2024-08-17,Social,363.64
2024-08-18,Direct,766.55
2024-08-18,Email,624.94
2024-08-18,Organic Search,944.99
2024-08-18,Paid Search,1647.25
2024-08-18,Referral,401.11
2024-08-18,Social,305.13
2024-08-19,Direct,844.4
2024-08-19,Email,361.36
2024-08-19,Organic Search,1084.61
2024-08-19,Paid Search,1421.89
2024-08-19,Referral,548.37
2024-08-19,Social,203.75
2024-08-20,Direct,807.9
2024-08-20,Email,418.55
2024-08-20,Organic Search,1144.37
2024-08-20,Paid Search,1661.96
2024-08-20,Referral,478.7
2024-08-20,Social,408.26
2024-08-21,Direct,727.52
2024-08-21,Email,368.5
2024-08-21,Organic Search,976.62
2024-08-21,Paid Search,1446.12
2024-08-21,Referral,422.33
2024-08-21,Social,279.98
2024-08-22,Direct,824.72
2024-08-22,Email,368.19
2024-08-22,Organic Search,1004.69
2024-08-22,Paid Search,1562.48
2024-08-22,Referral,526.69
2024-08-22,Social,350.4
2024-08-23,Direct,866.77
2024-08-23,Email,167.32
2024-08-23,Organic Search,932.62
2024-08-23,Paid Search,1477.36
2024-08-23,Referral,488.54
2024-08-23,Social,198.89
2024-08-24,Direct,609.54
2024-08-24,Email,344.11
2024-08-24,Organic Search,701.68
2024-08-24,Paid Search,1150.89
2024-08-24,Referral,304.95
2024-08-24,Social,356.49
2024-08-25,Direct,672.58
2024-08-25,Email,268.03
2024-08-25,Organic Search,844.32
2024-08-25,Paid Search,980.11
2024-08-25,Referral,372.19
2024-08-25,Social,219.77
2024-08-26,Direct,950.01
2024-08-26,Email,279.39
2024-08-26,Organic Search,980.59
2024-08-26,Paid Search,1311.11
2024-08-26,Referral,377.24
2024-08-26,Social,233.88
2024-08-27,Direct,821.12
2024-08-27,Email,478.05
2024-08-27,Organic Search,1115.66
2024-08-27,Paid Search,1406.17
2024-08-27,Referral,389.53
2024-08-27,Social,246.85
2024-08-28,Direct,824.45
2024-08-28,Email,349.38
2024-08-28,Organic Search,874.86
2024-08-28,Paid Search,1567.41
2024-08-28,Referral,361.21
2024-08-28,Social,250.77
2024-08-29,Direct,723.62
2024-08-29,Email,385.83
2024-08-29,Organic Search,954.58
2024-08-29,Paid Search,1480.04
2024-08-29,Referral,339.69
2024-08-29,Social,344.29
2024-08-30,Direct,755.0
2024-08-30,Email,504.84
2024-08-30,Organic Search,909.18
2024-08-30,Paid Search,1407.13
2024-08-30,Referral,512.51
2024-08-30,Social,262.67
2024-08-31,Direct,618.63
2024-08-31,Email,268.81
2024-08-31,Organic Search,846.03
2024-08-31,Paid Search,1178.62
2024-08-31,Referral,329.78
2024-08-31,Social,193.47
2024-09-01,Direct,691.44
2024-09-01,Email,392.0
2024-09-01,Organic Search,796.75
2024-09-01,Paid Search,1218.37
2024-09-01,Referral,263.04
2024-09-01,Social,266.24
2024-09-02,Direct,765.88
2024-09-02,Email,458.13
2024-09-02,Organic Search,915.87
2024-09-02,Paid Search,1439.93
2024-09-02,Referral,445.52
2024-09-02,Social,262.53
2024-09-03,Direct,702.68
2024-09-03,Email,394.27
2024-09-03,Organic Search,920.03
2024-09-03,Paid Search,1464.5
2024-09-03,Referral,496.25
2024-09-03,Social,256.22
2024-09-04,Direct,851.49
2024-09-04,Email,434.45
2024-09-04,Organic Search,998.75
2024-09-04,Paid Search,1448.91
2024-09-04,Referral,408.05
2024-09-04,Social,241.72
2024-09-05,Direct,777.83
2024-09-05,Email,391.8
2024-09-05,Organic Search,963.82
2024-09-05,Paid Search,1431.34
2024-09-05,Referral,430.31
2024-09-05,Social,368.29
2024-09-06,Direct,724.59
2024-09-06,Email,510.68
2024-09-06,Organic Search,952.44
2024-09-06,Paid Search,1347.66
2024-09-06,Referral,556.84
2024-09-06,Social,270.81
2024-09-07,Direct,696.82
2024-09-07,Email,403.88
2024-09-07,Organic Search,851.45
2024-09-07,Paid Search,1044.23
2024-09-07,Referral,313.0
2024-09-07,Social,208.72
2024-09-08,Direct,639.74
2024-09-08,Email,387.48
2024-09-08,Organic Search,711.43
2024-09-08,Paid Search,1174.88
2024-09-08,Referral,265.33
2024-09-08,Social,306.39
2024-09-09,Direct,855.94
2024-09-09,Email,498.64
2024-09-09,Organic Search,1052.25
2024-09-09,Paid Search,1559.71
2024-09-09,Referral,418.64
2024-09-09,Social,296.08
2024-09-10,Direct,282.46
2024-09-10,Email,410.77
2024-09-10,Organic Search,1116.08
2024-09-10,Paid Search,1401.4
2024-09-10,Referral,361.27
2024-09-10,Social,354.21
2024-09-11,Direct,689.41
2024-09-11,Email,419.38
2024-09-11,Organic Search,1004.66
2024-09-11,Paid Search,1397.91
2024-09-11,Referral,482.37
2024-09-11,Social,281.56
2024-09-12,Direct,798.42
2024-09-12,Email,576.19
2024-09-12,Organic Search,1045.91
2024-09-12,Paid Search,503.95
2024-09-12,Referral,399.83
2024-09-12,Social,247.32
2024-09-13,Direct,825.7
2024-09-13,Email,420.34
2024-09-13,Organic Search,1004.96
2024-09-13,Paid Search,1260.05
2024-09-13,Referral,398.08
2024-09-13,Social,229.23
2024-09-14,Direct,706.25
2024-09-14,Email,136.51
2024-09-14,Organic Search,788.34
2024-09-14,Paid Search,1195.36
2024-09-14,Referral,110.31
2024-09-14,Social,264.62
2024-09-15,Direct,266.74
2024-09-15,Email,360.37
2024-09-15,Organic Search,861.67
2024-09-15,Paid Search,980.56
2024-09-15,Referral,327.9
2024-09-15,Social,270.92
2024-09-16,Direct,889.27
2024-09-16,Email,550.37
2024-09-16,Organic Search,988.2
2024-09-16,Paid Search,1365.53
2024-09-16,Referral,381.42
2024-09-16,Social,278.37
2024-09-17,Direct,1003.14
2024-09-17,Email,457.91
2024-09-17,Organic Search,1005.47
2024-09-17,Paid Search,1475.88
2024-09-17,Referral,421.51
2024-09-17,Social,323.22
2024-09-18,Direct,842.97
2024-09-18,Email,401.17
2024-09-18,Organic Search,1036.15
2024-09-18,Paid Search,1477.87
2024-09-18,Referral,475.85
2024-09-18,Social,132.18
2024-09-19,Direct,940.0
2024-09-19,Email,330.17
2024-09-19,Organic Search,901.92
2024-09-19,Paid Search,1389.52
2024-09-19,Referral,386.04
2024-09-19,Social,212.01
2024-09-20,Direct,711.62
2024-09-20,Email,397.17
2024-09-20,Organic Search,538.53
2024-09-20,Paid Search,1412.04
2024-09-20,Referral,458.87
2024-09-20,Social,209.79
2024-09-21,Direct,634.7
2024-09-21,Email,308.16
2024-09-21,Organic Search,876.5
2024-09-21,Paid Search,1138.31
2024-09-21,Referral,309.03
2024-09-21,Social,210.05
2024-09-22,Direct,585.08
2024-09-22,Email,323.2
2024-09-22,Organic Search,796.49
2024-09-22,Paid Search,1045.53
2024-09-22,Referral,306.1
2024-09-22,Social,260.42
2024-09-23,Direct,771.41
2024-09-23,Email,368.49
2024-09-23,Organic Search,998.77
2024-09-23,Paid Search,1601.44
2024-09-23,Referral,528.1
2024-09-23,Social,248.35
2024-09-24,Direct,794.4
2024-09-24,Email,475.89
2024-09-24,Organic Search,994.3
2024-09-24,Paid Search,1314.51
2024-09-24,Referral,505.69
2024-09-24,Social,249.67
2024-09-25,Direct,940.65
2024-09-25,Email,337.74
2024-09-25,Organic Search,949.46
2024-09-25,Paid Search,1391.5
2024-09-25,Referral,364.69
2024-09-25,Social,327.85
2024-09-26,Direct,815.03
2024-09-26,Email,468.05
2024-09-26,Organic Search,894.08
2024-09-26,Paid Search,1361.24
2024-09-26,Referral,398.0
2024-09-26,Social,271.56
2024-09-27,Direct,881.49
2024-09-27,Email,440.01
2024-09-27,Organic Search,1067.63
2024-09-27,Paid Search,1424.03
2024-09-27,Referral,437.05
2024-09-27,Social,280.86
2024-09-28,Direct,625.2
2024-09-28,Email,385.84
2024-09-28,Organic Search,905.96
2024-09-28,Paid Search,1234.97
2024-09-28,Referral,365.7
2024-09-28,Social,228.31
2024-09-29,Direct,618.29
2024-09-29,Email,318.06
2024-09-29,Organic Search,861.95
2024-09-29,Paid Search,1013.42
2024-09-29,Referral,300.54
2024-09-29,Social,236.61
2024-09-30,Direct,704.48
2024-09-30,Email,456.63
2024-09-30,Organic Search,1005.75
2024-09-30,Paid Search,1453.62
2024-09-30,Referral,444.3
2024-09-30,Social,272.19
2024-10-01,Direct,930.37
2024-10-01,Email,254.83
2024-10-01,Organic Search,1214.68
2024-10-01,Paid Search,1472.05
2024-10-01,Referral,449.79
2024-10-01,Social,307.96
2024-10-02,Direct,898.16
2024-10-02,Email,353.62
2024-10-02,Organic Search,950.94
2024-10-02,Paid Search,1526.73
2024-10-02,Referral,505.12
2024-10-02,Social,246.1
2024-10-03,Direct,818.06
2024-10-03,Email,217.88
2024-10-03,Organic Search,1033.13
2024-10-03,Paid Search,1308.13
2024-10-03,Referral,388.49
2024-10-03,Social,350.59
2024-10-04,Direct,787.01
2024-10-04,Email,420.97
2024-10-04,Organic Search,1110.81
2024-10-04,Paid Search,1301.44
2024-10-04,Referral,433.72
2024-10-04,Social,279.58
2024-10-05,Direct,645.47
2024-10-05,Email,308.13
2024-10-05,Organic Search,743.54
2024-10-05,Paid Search,1069.49
2024-10-05,Referral,334.46
2024-10-05,Social,243.24
2024-10-06,Direct,571.95
2024-10-06,Email,395.28
2024-10-06,Organic Search,871.43
2024-10-06,Paid Search,1069.28
2024-10-06,Referral,273.99
2024-10-06,Social,219.4
2024-10-07,Direct,829.0
2024-10-07,Email,475.75
2024-10-07,Organic Search,1165.29
2024-10-07,Paid Search,1274.15
2024-10-07,Referral,442.56
2024-10-07,Social,339.62
2024-10-08,Direct,883.04
2024-10-08,Email,527.26
2024-10-08,Organic Search,1002.2
2024-10-08,Paid Search,1456.67
2024-10-08,Referral,433.98
2024-10-08,Social,358.89
2024-10-09,Direct,885.2
2024-10-09,Email,424.07
2024-10-09,Organic Search,1015.97
2024-10-09,Paid Search,1442.11
2024-10-09,Referral,487.04
2024-10-09,Social,281.23
2024-10-10,Direct,695.31
2024-10-10,Email,474.99
2024-10-10,Organic Search,940.63
2024-10-10,Paid Search,1602.22
2024-10-10,Referral,478.85
2024-10-10,Social,281.48
2024-10-11,Direct,861.33
2024-10-11,Email,331.57
2024-10-11,Organic Search,1041.32
2024-10-11,Paid Search,1341.31
2024-10-11,Referral,366.37
2024-10-11,Social,301.96
2024-10-12,Direct,566.12
2024-10-12,Email,370.31
2024-10-12,Organic Search,759.33
2024-10-12,Paid Search,981.96
2024-10-12,Referral,354.94
2024-10-12,Social,251.07
2024-10-13,Direct,523.2
2024-10-13,Email,356.36
2024-10-13,Organic Search,810.98
2024-10-13,Paid Search,992.14
2024-10-13,Referral,324.49
2024-10-13,Social,221.06
2024-10-14,Direct,859.03
2024-10-14,Email,392.62
2024-10-14,Organic Search,861.98
2024-10-14,Paid Search,1402.93
2024-10-14,Referral,488.21
2024-10-14,Social,229.3
2024-10-15,Direct,754.41
2024-10-15,Email,454.14
2024-10-15,Organic Search,759.63
2024-10-15,Paid Search,1279.89
2024-10-15,Referral,385.36
2024-10-15,Social,353.35
2024-10-16,Direct,845.33
2024-10-16,Email,433.85
2024-10-16,Organic Search,947.58
2024-10-16,Paid Search,1440.8
2024-10-16,Referral,459.87
2024-10-16,Social,215.78
2024-10-17,Direct,837.29
2024-10-17,Email,316.5
2024-10-17,Organic Search,944.55
2024-10-17,Paid Search,1286.34
2024-10-17,Referral,396.85
2024-10-17,Social,289.03
2024-10-18,Direct,826.69
2024-10-18,Email,434.63
2024-10-18,Organic Search,951.43
2024-10-18,Paid Search,1374.46
2024-10-18,Referral,344.43
2024-10-18,Social,219.09
2024-10-19,Direct,627.84
2024-10-19,Email,454.58
2024-10-19,Organic Search,861.16
2024-10-19,Paid Search,1047.97
2024-10-19,Referral,274.29
2024-10-19,Social,249.9
2024-10-20,Direct,561.69
2024-10-20,Email,330.67
2024-10-20,Organic Search,878.41
2024-10-20,Paid Search,975.52
2024-10-20,Referral,289.91
2024-10-20,Social,240.96
2024-10-21,Direct,758.3
2024-10-21,Email,405.9
2024-10-21,Organic Search,1007.23
2024-10-21,Paid Search,1187.92
2024-10-21,Referral,389.92
2024-10-21,Social,222.97
2024-10-22,Direct,863.28
2024-10-22,Email,382.31
2024-10-22,Organic Search,1037.53
2024-10-22,Paid Search,1474.96
2024-10-22,Referral,525.3
2024-10-22,Social,297.91
2024-10-23,Direct,834.29
2024-10-23,Email,333.4
2024-10-23,Organic Search,910.3
2024-10-23,Paid Search,1376.6
2024-10-23,Referral,445.73
2024-10-23,Social,233.88
2024-10-24,Direct,756.24
2024-10-24,Email,336.72
2024-10-24,Organic Search,888.24
2024-10-24,Paid Search,1210.87
2024-10-24,Referral,470.1
2024-10-24,Social,217.44
2024-10-25,Direct,753.72
2024-10-25,Email,324.56
2024-10-25,Organic Search,1017.24
2024-10-25,Paid Search,1216.71
2024-10-25,Referral,383.73
2024-10-25,Social,300.61
2024-10-26,Direct,644.7
2024-10-26,Email,335.99
2024-10-26,Organic Search,716.23
2024-10-26,Paid Search,1200.79
2024-10-26,Referral,239.36
2024-10-26,Social,238.47
2024-10-27,Direct,619.93
2024-10-27,Email,384.92
2024-10-27,Organic Search,707.49
2024-10-27,Paid Search,963.43
2024-10-27,Referral,381.62
2024-10-27,Social,224.23
